起报时间,预报时间,实际功率 (MW),BiFusionModel预测功率 (MW)
2018-08-27,2018-08-28 22:45:00,0.217969,0.06577589
2018-08-27,2018-08-28 23:00:00,0.316406,0.16382845
2018-08-27,2018-08-28 23:15:00,0.305859,0.24785036
2018-08-27,2018-08-28 23:30:00,0.28125,0.36113316
2018-08-27,2018-08-28 23:45:00,0.400781,0.4918055
2018-08-27,2018-08-29 00:00:00,0.288281,0.66139454
2018-08-27,2018-08-29 00:15:00,0.520312,0.8839988
2018-08-27,2018-08-29 00:30:00,0.759375,1.0769877
2018-08-27,2018-08-29 00:45:00,1.086328,1.2884743
2018-08-27,2018-08-29 01:00:00,1.381641,1.471504
2018-08-27,2018-08-29 01:15:00,2.566406,1.6373945
2018-08-27,2018-08-29 01:30:00,2.387109,1.8406898
2018-08-27,2018-08-29 01:45:00,2.292187,2.0192692
2018-08-27,2018-08-29 02:00:00,2.439844,2.1502166
2018-08-27,2018-08-29 02:15:00,2.759766,2.2501934
2018-08-27,2018-08-29 02:30:00,3.782812,2.285002
2018-08-27,2018-08-29 02:45:00,3.786328,2.3248606
2018-08-27,2018-08-29 03:00:00,3.772265,2.3583825
2018-08-27,2018-08-29 03:15:00,3.638672,2.2510064
2018-08-27,2018-08-29 03:30:00,3.754687,2.1374397
2018-08-27,2018-08-29 03:45:00,3.779297,2.0947313
2018-08-27,2018-08-29 04:00:00,3.670312000000001,2.0136187
2018-08-27,2018-08-29 04:15:00,3.614062,1.9112136
2018-08-27,2018-08-29 04:30:00,3.726562,1.796777
2018-08-27,2018-08-29 04:45:00,3.294141,1.5998918
2018-08-27,2018-08-29 05:00:00,3.575391,1.4807262
2018-08-27,2018-08-29 05:15:00,3.4628910000000004,1.3844012
2018-08-27,2018-08-29 05:30:00,3.329297,1.3358741
2018-08-27,2018-08-29 05:45:00,3.438281,1.192605
2018-08-27,2018-08-29 06:00:00,3.589453,1.1288239
2018-08-27,2018-08-29 06:15:00,3.5015620000000003,1.0628685
2018-08-27,2018-08-29 06:30:00,3.375,1.0680906
2018-08-27,2018-08-29 06:45:00,3.255469,1.0744941
2018-08-27,2018-08-29 07:00:00,3.086719,1.0321971
2018-08-27,2018-08-29 07:15:00,2.925,1.0106614
2018-08-27,2018-08-29 07:30:00,2.6824220000000003,1.0199314
2018-08-27,2018-08-29 07:45:00,2.460938,0.9938057
2018-08-27,2018-08-29 08:00:00,2.197266,0.91533804
2018-08-27,2018-08-29 08:15:00,1.982812,0.7956514
2018-08-27,2018-08-29 08:30:00,1.6945310000000002,0.7012985
2018-08-27,2018-08-29 08:45:00,1.395703,0.6425643
2018-08-27,2018-08-29 09:00:00,1.198828,0.5390243
2018-08-27,2018-08-29 09:15:00,0.949219,0.42582688
2018-08-27,2018-08-29 09:30:00,0.720703,0.37518054
2018-08-27,2018-08-29 09:45:00,0.488672,0.24007398
2018-08-27,2018-08-29 10:00:00,0.316406,0.12037601
2018-08-27,2018-08-29 10:15:00,0.172266,0.081217706
2018-08-27,2018-08-29 10:30:00,0.038672,0.031221054
2018-08-27,2018-08-29 10:45:00,0.0,-0.006274234
2018-08-27,2018-08-29 11:00:00,0.0,-0.017190386
2018-08-27,2018-08-29 11:15:00,0.0,-0.03367655
2018-08-27,2018-08-29 11:30:00,0.0,0.025344929
2018-08-27,2018-08-29 11:45:00,0.0,0.015192727
2018-08-27,2018-08-29 12:00:00,0.0,0.015113527
2018-08-27,2018-08-29 12:15:00,0.0,0.046772055
2018-08-27,2018-08-29 12:30:00,0.0,0.06718036
2018-08-27,2018-08-29 12:45:00,0.0,0.08106164
2018-08-27,2018-08-29 13:00:00,0.0,0.115282014
2018-08-27,2018-08-29 13:15:00,0.0,0.08483316
2018-08-27,2018-08-29 13:30:00,0.0,0.09530358
2018-08-27,2018-08-29 13:45:00,0.0,0.06860101
2018-08-27,2018-08-29 14:00:00,0.0,0.054450125
2018-08-27,2018-08-29 14:15:00,0.0,0.034111843
2018-08-27,2018-08-29 14:30:00,0.0,-0.005462289
2018-08-27,2018-08-29 14:45:00,0.0,-0.044499062
2018-08-27,2018-08-29 15:00:00,0.0,-0.021862008
2018-08-27,2018-08-29 15:15:00,0.0,-0.042995952
2018-08-27,2018-08-29 15:30:00,0.0,-0.052812636
2018-08-27,2018-08-29 15:45:00,0.0,-0.017683327
2018-08-27,2018-08-29 16:00:00,0.0,-0.036804028
2018-08-27,2018-08-29 16:15:00,0.0,-0.02023746
2018-08-27,2018-08-29 16:30:00,0.0,-0.04226937
2018-08-27,2018-08-29 16:45:00,0.0,-0.041736916
2018-08-27,2018-08-29 17:00:00,0.0,-0.022651825
2018-08-27,2018-08-29 17:15:00,0.0,-0.024425283
2018-08-27,2018-08-29 17:30:00,0.0,-0.028973479
2018-08-27,2018-08-29 17:45:00,0.0,-0.028674701
2018-08-27,2018-08-29 18:00:00,0.0,-0.001431385
2018-08-27,2018-08-29 18:15:00,0.0,0.01960167
2018-08-27,2018-08-29 18:30:00,0.0,0.02475797
2018-08-27,2018-08-29 18:45:00,0.0,0.015442384
2018-08-27,2018-08-29 19:00:00,0.0,0.03118575
2018-08-27,2018-08-29 19:15:00,0.0,0.013677135
2018-08-27,2018-08-29 19:30:00,0.0,0.023383372
2018-08-27,2018-08-29 19:45:00,0.0,0.037400275
2018-08-27,2018-08-29 20:00:00,0.0,0.019659027
2018-08-27,2018-08-29 20:15:00,0.0,0.029109962
2018-08-27,2018-08-29 20:30:00,0.0,0.033162277
2018-08-27,2018-08-29 20:45:00,0.0,0.068147585
2018-08-27,2018-08-29 21:00:00,0.0,0.07672804
2018-08-27,2018-08-29 21:15:00,0.0,0.03293294
2018-08-27,2018-08-29 21:30:00,0.0,0.07644222
2018-08-27,2018-08-29 21:45:00,0.0,0.09735591
2018-08-27,2018-08-29 22:00:00,0.0,0.08136607
2018-08-27,2018-08-29 22:15:00,0.0,0.082105525
2018-08-27,2018-08-28 22:45:00,0.217969,0.14818847
2018-08-27,2018-08-28 23:00:00,0.316406,0.22346053
2018-08-27,2018-08-28 23:15:00,0.305859,0.33469814
2018-08-27,2018-08-28 23:30:00,0.28125,0.4383093
2018-08-27,2018-08-28 23:45:00,0.400781,0.55629647
2018-08-27,2018-08-29 00:00:00,0.288281,0.6999934
2018-08-27,2018-08-29 00:15:00,0.520312,0.8686338
2018-08-27,2018-08-29 00:30:00,0.759375,1.0720916
2018-08-27,2018-08-29 00:45:00,1.086328,1.2576721
2018-08-27,2018-08-29 01:00:00,1.381641,1.4581296
2018-08-27,2018-08-29 01:15:00,2.566406,1.6186066
2018-08-27,2018-08-29 01:30:00,2.387109,1.761657
2018-08-27,2018-08-29 01:45:00,2.292187,1.9465749
2018-08-27,2018-08-29 02:00:00,2.439844,2.0970898
2018-08-27,2018-08-29 02:15:00,2.759766,2.1952138
2018-08-27,2018-08-29 02:30:00,3.782812,2.266377
2018-08-27,2018-08-29 02:45:00,3.786328,2.2731044
2018-08-27,2018-08-29 03:00:00,3.772265,2.2839253
2018-08-27,2018-08-29 03:15:00,3.638672,2.2956352
2018-08-27,2018-08-29 03:30:00,3.754687,2.173871
2018-08-27,2018-08-29 03:45:00,3.779297,2.0449507
2018-08-27,2018-08-29 04:00:00,3.670312000000001,2.0046294
2018-08-27,2018-08-29 04:15:00,3.614062,1.9196262
2018-08-27,2018-08-29 04:30:00,3.726562,1.8254573
2018-08-27,2018-08-29 04:45:00,3.294141,1.7177502
2018-08-27,2018-08-29 05:00:00,3.575391,1.5257812
2018-08-27,2018-08-29 05:15:00,3.4628910000000004,1.4219491
2018-08-27,2018-08-29 05:30:00,3.329297,1.3275192
2018-08-27,2018-08-29 05:45:00,3.438281,1.2953503
2018-08-27,2018-08-29 06:00:00,3.589453,1.1608152
2018-08-27,2018-08-29 06:15:00,3.5015620000000003,1.0975784
2018-08-27,2018-08-29 06:30:00,3.375,1.0226294
2018-08-27,2018-08-29 06:45:00,3.255469,1.0287207
2018-08-27,2018-08-29 07:00:00,3.086719,1.0261931
2018-08-27,2018-08-29 07:15:00,2.925,0.9823544
2018-08-27,2018-08-29 07:30:00,2.6824220000000003,0.9496892
2018-08-27,2018-08-29 07:45:00,2.460938,0.92882144
2018-08-27,2018-08-29 08:00:00,2.197266,0.89915633
2018-08-27,2018-08-29 08:15:00,1.982812,0.80308455
2018-08-27,2018-08-29 08:30:00,1.6945310000000002,0.6745918
2018-08-27,2018-08-29 08:45:00,1.395703,0.5737966
2018-08-27,2018-08-29 09:00:00,1.198828,0.51606226
2018-08-27,2018-08-29 09:15:00,0.949219,0.41064507
2018-08-27,2018-08-29 09:30:00,0.720703,0.3015668
2018-08-27,2018-08-29 09:45:00,0.488672,0.2635809
2018-08-27,2018-08-29 10:00:00,0.316406,0.13765131
2018-08-27,2018-08-29 10:15:00,0.172266,0.031744536
2018-08-27,2018-08-29 10:30:00,0.038672,-0.0029365756
2018-08-27,2018-08-29 10:45:00,0.0,-0.028512325
2018-08-27,2018-08-29 11:00:00,0.0,-0.067116946
2018-08-27,2018-08-29 11:15:00,0.0,-0.07375309
2018-08-27,2018-08-29 11:30:00,0.0,-0.07447069
2018-08-27,2018-08-29 11:45:00,0.0,-0.008788735
2018-08-27,2018-08-29 12:00:00,0.0,-0.012770304
2018-08-27,2018-08-29 12:15:00,0.0,-0.0048046545
2018-08-27,2018-08-29 12:30:00,0.0,0.036370274
2018-08-27,2018-08-29 12:45:00,0.0,0.064836286
2018-08-27,2018-08-29 13:00:00,0.0,0.089166686
2018-08-27,2018-08-29 13:15:00,0.0,0.13248299
2018-08-27,2018-08-29 13:30:00,0.0,0.108872876
2018-08-27,2018-08-29 13:45:00,0.0,0.12497178
2018-08-27,2018-08-29 14:00:00,0.0,0.09850611
2018-08-27,2018-08-29 14:15:00,0.0,0.08453918
2018-08-27,2018-08-29 14:30:00,0.0,0.05452435
2018-08-27,2018-08-29 14:45:00,0.0,0.0075924248
2018-08-27,2018-08-29 15:00:00,0.0,-0.03768701
2018-08-27,2018-08-29 15:15:00,0.0,-0.022154935
2018-08-27,2018-08-29 15:30:00,0.0,-0.04610303
2018-08-27,2018-08-29 15:45:00,0.0,-0.0619189
2018-08-27,2018-08-29 16:00:00,0.0,-0.030421048
2018-08-27,2018-08-29 16:15:00,0.0,-0.047736734
2018-08-27,2018-08-29 16:30:00,0.0,-0.033277303
2018-08-27,2018-08-29 16:45:00,0.0,-0.054922216
2018-08-27,2018-08-29 17:00:00,0.0,-0.05571714
2018-08-27,2018-08-29 17:15:00,0.0,-0.034885753
2018-08-27,2018-08-29 17:30:00,0.0,-0.034303028
2018-08-27,2018-08-29 17:45:00,0.0,-0.026184488
2018-08-27,2018-08-29 18:00:00,0.0,-0.020235846
2018-08-27,2018-08-29 18:15:00,0.0,0.010997376
2018-08-27,2018-08-29 18:30:00,0.0,0.03906929
2018-08-27,2018-08-29 18:45:00,0.0,0.0479101
2018-08-27,2018-08-29 19:00:00,0.0,0.049602803
2018-08-27,2018-08-29 19:15:00,0.0,0.061622653
2018-08-27,2018-08-29 19:30:00,0.0,0.033738993
2018-08-27,2018-08-29 19:45:00,0.0,0.040765606
2018-08-27,2018-08-29 20:00:00,0.0,0.049085654
2018-08-27,2018-08-29 20:15:00,0.0,0.023406215
2018-08-27,2018-08-29 20:30:00,0.0,0.021678675
2018-08-27,2018-08-29 20:45:00,0.0,0.017982721
2018-08-27,2018-08-29 21:00:00,0.0,0.051210836
2018-08-27,2018-08-29 21:15:00,0.0,0.057456255
2018-08-27,2018-08-29 21:30:00,0.0,0.016603041
2018-08-27,2018-08-29 21:45:00,0.0,0.07514038
2018-08-27,2018-08-29 22:00:00,0.0,0.10272997
2018-08-27,2018-08-29 22:15:00,0.0,0.1092693
2018-08-27,2018-08-29 22:30:00,0.200391,0.12970772
2018-08-27,2018-08-28 23:00:00,0.316406,0.3022232
2018-08-27,2018-08-28 23:15:00,0.305859,0.41865817
2018-08-27,2018-08-28 23:30:00,0.28125,0.5453057
2018-08-27,2018-08-28 23:45:00,0.400781,0.6737644
2018-08-27,2018-08-29 00:00:00,0.288281,0.7929429
2018-08-27,2018-08-29 00:15:00,0.520312,0.95035547
2018-08-27,2018-08-29 00:30:00,0.759375,1.110086
2018-08-27,2018-08-29 00:45:00,1.086328,1.2865621
2018-08-27,2018-08-29 01:00:00,1.381641,1.4541434
2018-08-27,2018-08-29 01:15:00,2.566406,1.6282145
2018-08-27,2018-08-29 01:30:00,2.387109,1.7572901
2018-08-27,2018-08-29 01:45:00,2.292187,1.863815
2018-08-27,2018-08-29 02:00:00,2.439844,2.02104
2018-08-27,2018-08-29 02:15:00,2.759766,2.1268845
2018-08-27,2018-08-29 02:30:00,3.782812,2.182174
2018-08-27,2018-08-29 02:45:00,3.786328,2.2247806
2018-08-27,2018-08-29 03:00:00,3.772265,2.2093384
2018-08-27,2018-08-29 03:15:00,3.638672,2.1875317
2018-08-27,2018-08-29 03:30:00,3.754687,2.2007003
2018-08-27,2018-08-29 03:45:00,3.779297,2.083488
2018-08-27,2018-08-29 04:00:00,3.670312000000001,1.965639
2018-08-27,2018-08-29 04:15:00,3.614062,1.948803
2018-08-27,2018-08-29 04:30:00,3.726562,1.8768293
2018-08-27,2018-08-29 04:45:00,3.294141,1.8051732
2018-08-27,2018-08-29 05:00:00,3.575391,1.7176564
2018-08-27,2018-08-29 05:15:00,3.4628910000000004,1.5489793
2018-08-27,2018-08-29 05:30:00,3.329297,1.4606519
2018-08-27,2018-08-29 05:45:00,3.438281,1.3738309
2018-08-27,2018-08-29 06:00:00,3.589453,1.3487263
2018-08-27,2018-08-29 06:15:00,3.5015620000000003,1.2088327
2018-08-27,2018-08-29 06:30:00,3.375,1.1340849
2018-08-27,2018-08-29 06:45:00,3.255469,1.0390257
2018-08-27,2018-08-29 07:00:00,3.086719,1.0153238
2018-08-27,2018-08-29 07:15:00,2.925,0.98569024
2018-08-27,2018-08-29 07:30:00,2.6824220000000003,0.9097513
2018-08-27,2018-08-29 07:45:00,2.460938,0.8377057
2018-08-27,2018-08-29 08:00:00,2.197266,0.7670099
2018-08-27,2018-08-29 08:15:00,1.982812,0.71038175
2018-08-27,2018-08-29 08:30:00,1.6945310000000002,0.5993273
2018-08-27,2018-08-29 08:45:00,1.395703,0.4562809
2018-08-27,2018-08-29 09:00:00,1.198828,0.35972768
2018-08-27,2018-08-29 09:15:00,0.949219,0.31730565
2018-08-27,2018-08-29 09:30:00,0.720703,0.23036356
2018-08-27,2018-08-29 09:45:00,0.488672,0.14150867
2018-08-27,2018-08-29 10:00:00,0.316406,0.13639168
2018-08-27,2018-08-29 10:15:00,0.172266,0.043613736
2018-08-27,2018-08-29 10:30:00,0.038672,-0.02417875
2018-08-27,2018-08-29 10:45:00,0.0,-0.042994913
2018-08-27,2018-08-29 11:00:00,0.0,-0.039455492
2018-08-27,2018-08-29 11:15:00,0.0,-0.073664285
2018-08-27,2018-08-29 11:30:00,0.0,-0.068705276
2018-08-27,2018-08-29 11:45:00,0.0,-0.057961535
2018-08-27,2018-08-29 12:00:00,0.0,0.00955336
2018-08-27,2018-08-29 12:15:00,0.0,0.005959156
2018-08-27,2018-08-29 12:30:00,0.0,0.020231837
2018-08-27,2018-08-29 12:45:00,0.0,0.049640365
2018-08-27,2018-08-29 13:00:00,0.0,0.0861074
2018-08-27,2018-08-29 13:15:00,0.0,0.10716839
2018-08-27,2018-08-29 13:30:00,0.0,0.14898898
2018-08-27,2018-08-29 13:45:00,0.0,0.12132363
2018-08-27,2018-08-29 14:00:00,0.0,0.13467227
2018-08-27,2018-08-29 14:15:00,0.0,0.11056346
2018-08-27,2018-08-29 14:30:00,0.0,0.0877733
2018-08-27,2018-08-29 14:45:00,0.0,0.055547014
2018-08-27,2018-08-29 15:00:00,0.0,-0.00019687414
2018-08-27,2018-08-29 15:15:00,0.0,-0.042571284
2018-08-27,2018-08-29 15:30:00,0.0,-0.028404929
2018-08-27,2018-08-29 15:45:00,0.0,-0.059928432
2018-08-27,2018-08-29 16:00:00,0.0,-0.07911132
2018-08-27,2018-08-29 16:15:00,0.0,-0.049986087
2018-08-27,2018-08-29 16:30:00,0.0,-0.06105066
2018-08-27,2018-08-29 16:45:00,0.0,-0.058048904
2018-08-27,2018-08-29 17:00:00,0.0,-0.07973856
2018-08-27,2018-08-29 17:15:00,0.0,-0.083929084
2018-08-27,2018-08-29 17:30:00,0.0,-0.06374988
2018-08-27,2018-08-29 17:45:00,0.0,-0.05497612
2018-08-27,2018-08-29 18:00:00,0.0,-0.036332183
2018-08-27,2018-08-29 18:15:00,0.0,-0.020060038
2018-08-27,2018-08-29 18:30:00,0.0,0.020606456
2018-08-27,2018-08-29 18:45:00,0.0,0.051771827
2018-08-27,2018-08-29 19:00:00,0.0,0.06685022
2018-08-27,2018-08-29 19:15:00,0.0,0.08184363
2018-08-27,2018-08-29 19:30:00,0.0,0.09098917
2018-08-27,2018-08-29 19:45:00,0.0,0.052703716
2018-08-27,2018-08-29 20:00:00,0.0,0.055544157
2018-08-27,2018-08-29 20:15:00,0.0,0.06823358
2018-08-27,2018-08-29 20:30:00,0.0,0.03370506
2018-08-27,2018-08-29 20:45:00,0.0,0.025994483
2018-08-27,2018-08-29 21:00:00,0.0,0.018311368
2018-08-27,2018-08-29 21:15:00,0.0,0.050645687
2018-08-27,2018-08-29 21:30:00,0.0,0.059244365
2018-08-27,2018-08-29 21:45:00,0.0,0.024568653
2018-08-27,2018-08-29 22:00:00,0.0,0.09428283
2018-08-27,2018-08-29 22:15:00,0.0,0.12396209
2018-08-27,2018-08-29 22:30:00,0.200391,0.14841738
2018-08-27,2018-08-29 22:45:00,0.344531,0.18859024
2018-08-27,2018-08-28 23:15:00,0.305859,0.43504968
2018-08-27,2018-08-28 23:30:00,0.28125,0.59740835
2018-08-27,2018-08-28 23:45:00,0.400781,0.7401241
2018-08-27,2018-08-29 00:00:00,0.288281,0.89751995
2018-08-27,2018-08-29 00:15:00,0.520312,1.0206556
2018-08-27,2018-08-29 00:30:00,0.759375,1.1914283
2018-08-27,2018-08-29 00:45:00,1.086328,1.3419248
2018-08-27,2018-08-29 01:00:00,1.381641,1.4935728
2018-08-27,2018-08-29 01:15:00,2.566406,1.6386112
2018-08-27,2018-08-29 01:30:00,2.387109,1.7815232
2018-08-27,2018-08-29 01:45:00,2.292187,1.8738728
2018-08-27,2018-08-29 02:00:00,2.439844,1.9414952
2018-08-27,2018-08-29 02:15:00,2.759766,2.0604436
2018-08-27,2018-08-29 02:30:00,3.782812,2.122288
2018-08-27,2018-08-29 02:45:00,3.786328,2.1332881
2018-08-27,2018-08-29 03:00:00,3.772265,2.14185
2018-08-27,2018-08-29 03:15:00,3.638672,2.1050968
2018-08-27,2018-08-29 03:30:00,3.754687,2.0479274
2018-08-27,2018-08-29 03:45:00,3.779297,2.0584042
2018-08-27,2018-08-29 04:00:00,3.670312000000001,1.9554836
2018-08-27,2018-08-29 04:15:00,3.614062,1.8519272
2018-08-27,2018-08-29 04:30:00,3.726562,1.8599455
2018-08-27,2018-08-29 04:45:00,3.294141,1.8107516
2018-08-27,2018-08-29 05:00:00,3.575391,1.7625698
2018-08-27,2018-08-29 05:15:00,3.4628910000000004,1.7013937
2018-08-27,2018-08-29 05:30:00,3.329297,1.5653908
2018-08-27,2018-08-29 05:45:00,3.438281,1.4916048
2018-08-27,2018-08-29 06:00:00,3.589453,1.4139055
2018-08-27,2018-08-29 06:15:00,3.5015620000000003,1.394379
2018-08-27,2018-08-29 06:30:00,3.375,1.2542981
2018-08-27,2018-08-29 06:45:00,3.255469,1.1669317
2018-08-27,2018-08-29 07:00:00,3.086719,1.0561033
2018-08-27,2018-08-29 07:15:00,2.925,0.9947215
2018-08-27,2018-08-29 07:30:00,2.6824220000000003,0.94398516
2018-08-27,2018-08-29 07:45:00,2.460938,0.83188534
2018-08-27,2018-08-29 08:00:00,2.197266,0.7176649
2018-08-27,2018-08-29 08:15:00,1.982812,0.60517263
2018-08-27,2018-08-29 08:30:00,1.6945310000000002,0.5247595
2018-08-27,2018-08-29 08:45:00,1.395703,0.4049021
2018-08-27,2018-08-29 09:00:00,1.198828,0.24673599
2018-08-27,2018-08-29 09:15:00,0.949219,0.157803
2018-08-27,2018-08-29 09:30:00,0.720703,0.13682541
2018-08-27,2018-08-29 09:45:00,0.488672,0.07139764
2018-08-27,2018-08-29 10:00:00,0.316406,0.0035683662
2018-08-27,2018-08-29 10:15:00,0.172266,0.03365756
2018-08-27,2018-08-29 10:30:00,0.038672,-0.02625271
2018-08-27,2018-08-29 10:45:00,0.0,-0.048250183
2018-08-27,2018-08-29 11:00:00,0.0,-0.05099623
2018-08-27,2018-08-29 11:15:00,0.0,-0.022057198
2018-08-27,2018-08-29 11:30:00,0.0,-0.05134741
2018-08-27,2018-08-29 11:45:00,0.0,-0.03119251
2018-08-27,2018-08-29 12:00:00,0.0,-0.014850417
2018-08-27,2018-08-29 12:15:00,0.0,0.052243847
2018-08-27,2018-08-29 12:30:00,0.0,0.053062744
2018-08-27,2018-08-29 12:45:00,0.0,0.066650316
2018-08-27,2018-08-29 13:00:00,0.0,0.078633115
2018-08-27,2018-08-29 13:15:00,0.0,0.12534773
2018-08-27,2018-08-29 13:30:00,0.0,0.13885796
2018-08-27,2018-08-29 13:45:00,0.0,0.1710234
2018-08-27,2018-08-29 14:00:00,0.0,0.13519673
2018-08-27,2018-08-29 14:15:00,0.0,0.14852859
2018-08-27,2018-08-29 14:30:00,0.0,0.12413059
2018-08-27,2018-08-29 14:45:00,0.0,0.09518597
2018-08-27,2018-08-29 15:00:00,0.0,0.062674835
2018-08-27,2018-08-29 15:15:00,0.0,-0.0010058209
2018-08-27,2018-08-29 15:30:00,0.0,-0.038799383
2018-08-27,2018-08-29 15:45:00,0.0,-0.024192274
2018-08-27,2018-08-29 16:00:00,0.0,-0.06801589
2018-08-27,2018-08-29 16:15:00,0.0,-0.09120418
2018-08-27,2018-08-29 16:30:00,0.0,-0.06784482
2018-08-27,2018-08-29 16:45:00,0.0,-0.07389008
2018-08-27,2018-08-29 17:00:00,0.0,-0.08795624
2018-08-27,2018-08-29 17:15:00,0.0,-0.10918995
2018-08-27,2018-08-29 17:30:00,0.0,-0.118560165
2018-08-27,2018-08-29 17:45:00,0.0,-0.0998864
2018-08-27,2018-08-29 18:00:00,0.0,-0.078454606
2018-08-27,2018-08-29 18:15:00,0.0,-0.052460887
2018-08-27,2018-08-29 18:30:00,0.0,-0.024590774
2018-08-27,2018-08-29 18:45:00,0.0,0.026832491
2018-08-27,2018-08-29 19:00:00,0.0,0.0629258
2018-08-27,2018-08-29 19:15:00,0.0,0.086436115
2018-08-27,2018-08-29 19:30:00,0.0,0.11539066
2018-08-27,2018-08-29 19:45:00,0.0,0.12590975
2018-08-27,2018-08-29 20:00:00,0.0,0.07367477
2018-08-27,2018-08-29 20:15:00,0.0,0.07478534
2018-08-27,2018-08-29 20:30:00,0.0,0.09147996
2018-08-27,2018-08-29 20:45:00,0.0,0.046972245
2018-08-27,2018-08-29 21:00:00,0.0,0.034839384
2018-08-27,2018-08-29 21:15:00,0.0,0.020558316
2018-08-27,2018-08-29 21:30:00,0.0,0.05149249
2018-08-27,2018-08-29 21:45:00,0.0,0.057705596
2018-08-27,2018-08-29 22:00:00,0.0,0.032398906
2018-08-27,2018-08-29 22:15:00,0.0,0.111078896
2018-08-27,2018-08-29 22:30:00,0.200391,0.1406486
2018-08-27,2018-08-29 22:45:00,0.344531,0.182863
2018-08-27,2018-08-29 23:00:00,0.464063,0.24312273
2018-08-27,2018-08-28 23:30:00,0.28125,0.7338511
2018-08-27,2018-08-28 23:45:00,0.400781,0.9146614
2018-08-27,2018-08-29 00:00:00,0.288281,1.0559129
2018-08-27,2018-08-29 00:15:00,0.520312,1.2165605
2018-08-27,2018-08-29 00:30:00,0.759375,1.3312317
2018-08-27,2018-08-29 00:45:00,1.086328,1.4786804
2018-08-27,2018-08-29 01:00:00,1.381641,1.5963019
2018-08-27,2018-08-29 01:15:00,2.566406,1.7133403
2018-08-27,2018-08-29 01:30:00,2.387109,1.8301919
2018-08-27,2018-08-29 01:45:00,2.292187,1.9331186
2018-08-27,2018-08-29 02:00:00,2.439844,1.9835633
2018-08-27,2018-08-29 02:15:00,2.759766,2.0024145
2018-08-27,2018-08-29 02:30:00,3.782812,2.086804
2018-08-27,2018-08-29 02:45:00,3.786328,2.0995326
2018-08-27,2018-08-29 03:00:00,3.772265,2.0573049
2018-08-27,2018-08-29 03:15:00,3.638672,2.0248551
2018-08-27,2018-08-29 03:30:00,3.754687,1.9708185
2018-08-27,2018-08-29 03:45:00,3.779297,1.8808783
2018-08-27,2018-08-29 04:00:00,3.670312000000001,1.8791986
2018-08-27,2018-08-29 04:15:00,3.614062,1.7821639
2018-08-27,2018-08-29 04:30:00,3.726562,1.6925501
2018-08-27,2018-08-29 04:45:00,3.294141,1.7089182
2018-08-27,2018-08-29 05:00:00,3.575391,1.6763165
2018-08-27,2018-08-29 05:15:00,3.4628910000000004,1.6443303
2018-08-27,2018-08-29 05:30:00,3.329297,1.6052265
2018-08-27,2018-08-29 05:45:00,3.438281,1.4929378
2018-08-27,2018-08-29 06:00:00,3.589453,1.4304215
2018-08-27,2018-08-29 06:15:00,3.5015620000000003,1.3527579
2018-08-27,2018-08-29 06:30:00,3.375,1.328762
2018-08-27,2018-08-29 06:45:00,3.255469,1.1925217
2018-08-27,2018-08-29 07:00:00,3.086719,1.1001059
2018-08-27,2018-08-29 07:15:00,2.925,0.9790238
2018-08-27,2018-08-29 07:30:00,2.6824220000000003,0.90017825
2018-08-27,2018-08-29 07:45:00,2.460938,0.85391897
2018-08-27,2018-08-29 08:00:00,2.197266,0.7371479
2018-08-27,2018-08-29 08:15:00,1.982812,0.6202331
2018-08-27,2018-08-29 08:30:00,1.6945310000000002,0.5053698
2018-08-27,2018-08-29 08:45:00,1.395703,0.42899865
2018-08-27,2018-08-29 09:00:00,1.198828,0.33264917
2018-08-27,2018-08-29 09:15:00,0.949219,0.18128784
2018-08-27,2018-08-29 09:30:00,0.720703,0.1162256
2018-08-27,2018-08-29 09:45:00,0.488672,0.104917124
2018-08-27,2018-08-29 10:00:00,0.316406,0.046555586
2018-08-27,2018-08-29 10:15:00,0.172266,-0.008196928
2018-08-27,2018-08-29 10:30:00,0.038672,0.036401436
2018-08-27,2018-08-29 10:45:00,0.0,-0.007079483
2018-08-27,2018-08-29 11:00:00,0.0,-0.019648906
2018-08-27,2018-08-29 11:15:00,0.0,-0.02628307
2018-08-27,2018-08-29 11:30:00,0.0,0.009739129
2018-08-27,2018-08-29 11:45:00,0.0,-0.02701395
2018-08-27,2018-08-29 12:00:00,0.0,-0.0029390855
2018-08-27,2018-08-29 12:15:00,0.0,0.003900933
2018-08-27,2018-08-29 12:30:00,0.0,0.06695394
2018-08-27,2018-08-29 12:45:00,0.0,0.06937942
2018-08-27,2018-08-29 13:00:00,0.0,0.079249255
2018-08-27,2018-08-29 13:15:00,0.0,0.0828481
2018-08-27,2018-08-29 13:30:00,0.0,0.13251214
2018-08-27,2018-08-29 13:45:00,0.0,0.14712138
2018-08-27,2018-08-29 14:00:00,0.0,0.17004657
2018-08-27,2018-08-29 14:15:00,0.0,0.12705815
2018-08-27,2018-08-29 14:30:00,0.0,0.14393379
2018-08-27,2018-08-29 14:45:00,0.0,0.11677627
2018-08-27,2018-08-29 15:00:00,0.0,0.09120322
2018-08-27,2018-08-29 15:15:00,0.0,0.062268205
2018-08-27,2018-08-29 15:30:00,0.0,-0.0052489936
2018-08-27,2018-08-29 15:45:00,0.0,-0.041423507
2018-08-27,2018-08-29 16:00:00,0.0,-0.022965074
2018-08-27,2018-08-29 16:15:00,0.0,-0.07657562
2018-08-27,2018-08-29 16:30:00,0.0,-0.09248699
