起报时间,预报时间,实际功率 (MW),FusionModel预测功率 (MW)
2018-08-29,2018-08-31 05:30:00,0.555469,3.363035
2018-08-29,2018-08-31 05:45:00,0.632812,3.324874
2018-08-29,2018-08-31 06:00:00,1.110937,3.2583642
2018-08-29,2018-08-31 06:15:00,1.082812,3.1675348
2018-08-29,2018-08-31 06:30:00,0.921094,3.0381796
2018-08-29,2018-08-31 06:45:00,0.840234,2.9081242
2018-08-29,2018-08-31 07:00:00,0.639844,2.7357237
2018-08-29,2018-08-31 07:15:00,0.762891,2.6117184
2018-08-29,2018-08-31 07:30:00,0.878906,2.4588315
2018-08-29,2018-08-31 07:45:00,0.629297,2.268289
2018-08-29,2018-08-31 08:00:00,0.446484,2.061839
2018-08-29,2018-08-31 08:15:00,0.362109,1.8661447
2018-08-29,2018-08-31 08:30:00,0.379687,1.608009
2018-08-29,2018-08-31 08:45:00,0.428906,1.364783
2018-08-29,2018-08-31 09:00:00,0.302344,1.1370493
2018-08-29,2018-08-31 09:15:00,0.214453,0.9218491
2018-08-29,2018-08-31 09:30:00,0.189844,0.69454956
2018-08-29,2018-08-31 09:45:00,0.049219,0.52082014
2018-08-29,2018-08-31 10:00:00,0.049219,0.35902178
2018-08-29,2018-08-31 10:15:00,0.0105469999999999,0.20331757
2018-08-29,2018-08-31 10:30:00,0.0,0.11095368
2018-08-29,2018-08-31 10:45:00,0.0,0.059009995
2018-08-29,2018-08-31 11:00:00,0.0,0.016927548
2018-08-29,2018-08-31 11:15:00,0.0,-0.025720581
2018-08-29,2018-08-31 11:30:00,0.0,-0.01581455
2018-08-29,2018-08-31 11:45:00,0.0,-0.0004735142
2018-08-29,2018-08-31 12:00:00,0.0,-0.0146144815
2018-08-29,2018-08-30 12:30:00,0.0,0.017444298
2018-08-29,2018-08-30 12:45:00,0.0,0.006909929
2018-08-29,2018-08-30 13:00:00,0.0,0.03179005
2018-08-29,2018-08-30 13:15:00,0.0,0.012526192
2018-08-29,2018-08-30 13:30:00,0.0,0.00013627112
2018-08-29,2018-08-30 13:45:00,0.0,0.010704391
2018-08-29,2018-08-30 14:00:00,0.0,0.013579756
2018-08-29,2018-08-30 14:15:00,0.0,0.031931713
2018-08-29,2018-08-30 14:30:00,0.0,0.027398713
2018-08-29,2018-08-30 14:45:00,0.0,0.016664617
2018-08-29,2018-08-30 15:00:00,0.0,0.009567
2018-08-29,2018-08-30 15:15:00,0.0,0.02742459
2018-08-29,2018-08-30 15:30:00,0.0,0.010058548
2018-08-29,2018-08-30 15:45:00,0.0,0.036578745
2018-08-29,2018-08-30 16:00:00,0.0,0.029091086
2018-08-29,2018-08-30 16:15:00,0.0,0.04115835
2018-08-29,2018-08-30 16:30:00,0.0,0.06904131
2018-08-29,2018-08-30 16:45:00,0.0,0.07860123
2018-08-29,2018-08-30 17:00:00,0.0,0.06746107
2018-08-29,2018-08-30 17:15:00,0.0,0.06792182
2018-08-29,2018-08-30 17:30:00,0.0,0.08403467
2018-08-29,2018-08-30 17:45:00,0.0,0.086763725
2018-08-29,2018-08-30 18:00:00,0.0,0.04284311
2018-08-29,2018-08-30 18:15:00,0.0,0.045561433
2018-08-29,2018-08-30 18:30:00,0.0,0.058734097
2018-08-29,2018-08-30 18:45:00,0.0,0.05204095
2018-08-29,2018-08-30 19:00:00,0.0,0.048018456
2018-08-29,2018-08-30 19:15:00,0.0,0.042665236
2018-08-29,2018-08-30 19:30:00,0.0,0.030439353
2018-08-29,2018-08-30 19:45:00,0.0,0.014292963
2018-08-29,2018-08-30 20:00:00,0.0,0.027477002
2018-08-29,2018-08-30 20:15:00,0.0,-0.0050225137
2018-08-29,2018-08-30 20:30:00,0.0,-0.027160078
2018-08-29,2018-08-30 20:45:00,0.0,-0.03182985
2018-08-29,2018-08-30 21:00:00,0.0,-0.057991147
2018-08-29,2018-08-30 21:15:00,0.0,-0.08769545
2018-08-29,2018-08-30 21:30:00,0.0,-0.09647216
2018-08-29,2018-08-30 21:45:00,0.0,-0.10234587
2018-08-29,2018-08-30 22:00:00,0.0,-0.123199224
2018-08-29,2018-08-30 22:15:00,0.0,-0.13053428
2018-08-29,2018-08-30 22:30:00,0.024609,-0.10365535
2018-08-29,2018-08-30 22:45:00,0.077344,-0.036264263
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.04167986
2018-08-29,2018-08-30 23:15:00,0.239063,0.14151965
2018-08-29,2018-08-30 23:30:00,0.291797,0.27488554
2018-08-29,2018-08-30 23:45:00,0.309375,0.42530853
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.6573375
2018-08-29,2018-08-31 00:15:00,0.573047,0.8500019
2018-08-29,2018-08-31 00:30:00,0.537891,1.0947092
2018-08-29,2018-08-31 00:45:00,0.481641,1.3335257
2018-08-29,2018-08-31 01:00:00,1.128516,1.5979697
2018-08-29,2018-08-31 01:15:00,1.191797,1.8829498
2018-08-29,2018-08-31 01:30:00,1.276172,2.1695967
2018-08-29,2018-08-31 01:45:00,0.569531,2.385081
2018-08-29,2018-08-31 02:00:00,0.467578,2.6141872
2018-08-29,2018-08-31 02:15:00,0.485156,2.8628523
2018-08-29,2018-08-31 02:30:00,0.966797,3.0551033
2018-08-29,2018-08-31 02:45:00,1.817578,3.1619997
2018-08-29,2018-08-31 03:00:00,2.091797,3.3037524
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,3.4251356
2018-08-29,2018-08-31 03:30:00,1.093359,3.4924989
2018-08-29,2018-08-31 03:45:00,1.146094,3.5502641
2018-08-29,2018-08-31 04:00:00,1.364062,3.5755112
2018-08-29,2018-08-31 04:15:00,1.374609,3.6088607
2018-08-29,2018-08-31 04:30:00,1.132031,3.6018198
2018-08-29,2018-08-31 04:45:00,0.580078,3.5694218
2018-08-29,2018-08-31 05:00:00,0.7875,3.5367532
2018-08-29,2018-08-31 05:15:00,0.710156,3.5504482
2018-08-29,2018-08-31 05:30:00,0.555469,3.4691057
2018-08-29,2018-08-31 05:45:00,0.632812,3.3667064
2018-08-29,2018-08-31 06:00:00,1.110937,3.2973182
2018-08-29,2018-08-31 06:15:00,1.082812,3.2207067
2018-08-29,2018-08-31 06:30:00,0.921094,3.1025293
2018-08-29,2018-08-31 06:45:00,0.840234,2.9467282
2018-08-29,2018-08-31 07:00:00,0.639844,2.7976072
2018-08-29,2018-08-31 07:15:00,0.762891,2.6041493
2018-08-29,2018-08-31 07:30:00,0.878906,2.4393444
2018-08-29,2018-08-31 07:45:00,0.629297,2.2615569
2018-08-29,2018-08-31 08:00:00,0.446484,2.0442402
2018-08-29,2018-08-31 08:15:00,0.362109,1.8181525
2018-08-29,2018-08-31 08:30:00,0.379687,1.6109983
2018-08-29,2018-08-31 08:45:00,0.428906,1.342534
2018-08-29,2018-08-31 09:00:00,0.302344,1.1034387
2018-08-29,2018-08-31 09:15:00,0.214453,0.88555896
2018-08-29,2018-08-31 09:30:00,0.189844,0.6824087
2018-08-29,2018-08-31 09:45:00,0.049219,0.47032642
2018-08-29,2018-08-31 10:00:00,0.049219,0.32767642
2018-08-29,2018-08-31 10:15:00,0.0105469999999999,0.18771493
2018-08-29,2018-08-31 10:30:00,0.0,0.062155053
2018-08-29,2018-08-31 10:45:00,0.0,-0.00024866313
2018-08-29,2018-08-31 11:00:00,0.0,-0.028367057
2018-08-29,2018-08-31 11:15:00,0.0,-0.039004184
2018-08-29,2018-08-31 11:30:00,0.0,-0.069123454
2018-08-29,2018-08-31 11:45:00,0.0,-0.040429823
2018-08-29,2018-08-31 12:00:00,0.0,-0.016274244
2018-08-29,2018-08-31 12:15:00,0.0,-0.014873855
2018-08-29,2018-08-30 12:45:00,0.0,0.022410087
2018-08-29,2018-08-30 13:00:00,0.0,0.011608407
2018-08-29,2018-08-30 13:15:00,0.0,0.034922965
2018-08-29,2018-08-30 13:30:00,0.0,0.013276145
2018-08-29,2018-08-30 13:45:00,0.0,-0.004777059
2018-08-29,2018-08-30 14:00:00,0.0,0.010892019
2018-08-29,2018-08-30 14:15:00,0.0,0.006879937
2018-08-29,2018-08-30 14:30:00,0.0,0.022590816
2018-08-29,2018-08-30 14:45:00,0.0,0.016284697
2018-08-29,2018-08-30 15:00:00,0.0,0.012034714
2018-08-29,2018-08-30 15:15:00,0.0,0.0051285923
2018-08-29,2018-08-30 15:30:00,0.0,0.029568478
2018-08-29,2018-08-30 15:45:00,0.0,0.005575761
2018-08-29,2018-08-30 16:00:00,0.0,0.035884973
2018-08-29,2018-08-30 16:15:00,0.0,0.03160486
2018-08-29,2018-08-30 16:30:00,0.0,0.041476883
2018-08-29,2018-08-30 16:45:00,0.0,0.07139965
2018-08-29,2018-08-30 17:00:00,0.0,0.07829595
2018-08-29,2018-08-30 17:15:00,0.0,0.054294236
2018-08-29,2018-08-30 17:30:00,0.0,0.056962878
2018-08-29,2018-08-30 17:45:00,0.0,0.07066848
2018-08-29,2018-08-30 18:00:00,0.0,0.0739485
2018-08-29,2018-08-30 18:15:00,0.0,0.029906288
2018-08-29,2018-08-30 18:30:00,0.0,0.031797513
2018-08-29,2018-08-30 18:45:00,0.0,0.052458256
2018-08-29,2018-08-30 19:00:00,0.0,0.05679158
2018-08-29,2018-08-30 19:15:00,0.0,0.05323565
2018-08-29,2018-08-30 19:30:00,0.0,0.052744977
2018-08-29,2018-08-30 19:45:00,0.0,0.04034323
2018-08-29,2018-08-30 20:00:00,0.0,0.020984806
2018-08-29,2018-08-30 20:15:00,0.0,0.035869643
2018-08-29,2018-08-30 20:30:00,0.0,0.004238095
2018-08-29,2018-08-30 20:45:00,0.0,-0.019298762
2018-08-29,2018-08-30 21:00:00,0.0,-0.018297814
2018-08-29,2018-08-30 21:15:00,0.0,-0.04939092
2018-08-29,2018-08-30 21:30:00,0.0,-0.072252505
2018-08-29,2018-08-30 21:45:00,0.0,-0.0753821
2018-08-29,2018-08-30 22:00:00,0.0,-0.07254608
2018-08-29,2018-08-30 22:15:00,0.0,-0.083709456
2018-08-29,2018-08-30 22:30:00,0.024609,-0.07455914
2018-08-29,2018-08-30 22:45:00,0.077344,-0.027025465
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.06191781
2018-08-29,2018-08-30 23:15:00,0.239063,0.16704807
2018-08-29,2018-08-30 23:30:00,0.291797,0.2842808
2018-08-29,2018-08-30 23:45:00,0.309375,0.44350547
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.6190527
2018-08-29,2018-08-31 00:15:00,0.573047,0.87159616
2018-08-29,2018-08-31 00:30:00,0.537891,1.0759759
2018-08-29,2018-08-31 00:45:00,0.481641,1.3322009
2018-08-29,2018-08-31 01:00:00,1.128516,1.5740497
2018-08-29,2018-08-31 01:15:00,1.191797,1.8423321
2018-08-29,2018-08-31 01:30:00,1.276172,2.125471
2018-08-29,2018-08-31 01:45:00,0.569531,2.397111
2018-08-29,2018-08-31 02:00:00,0.467578,2.598691
2018-08-29,2018-08-31 02:15:00,0.485156,2.8070765
2018-08-29,2018-08-31 02:30:00,0.966797,3.0377758
2018-08-29,2018-08-31 02:45:00,1.817578,3.20678
2018-08-29,2018-08-31 03:00:00,2.091797,3.2868052
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,3.401797
2018-08-29,2018-08-31 03:30:00,1.093359,3.5001805
2018-08-29,2018-08-31 03:45:00,1.146094,3.54596
2018-08-29,2018-08-31 04:00:00,1.364062,3.5923173
2018-08-29,2018-08-31 04:15:00,1.374609,3.598634
2018-08-29,2018-08-31 04:30:00,1.132031,3.61377
2018-08-29,2018-08-31 04:45:00,0.580078,3.6016045
2018-08-29,2018-08-31 05:00:00,0.7875,3.5462923
2018-08-29,2018-08-31 05:15:00,0.710156,3.5108092
2018-08-29,2018-08-31 05:30:00,0.555469,3.510687
2018-08-29,2018-08-31 05:45:00,0.632812,3.4218671
2018-08-29,2018-08-31 06:00:00,1.110937,3.3118103
2018-08-29,2018-08-31 06:15:00,1.082812,3.2204053
2018-08-29,2018-08-31 06:30:00,0.921094,3.1321929
2018-08-29,2018-08-31 06:45:00,0.840234,2.9905894
2018-08-29,2018-08-31 07:00:00,0.639844,2.8133695
2018-08-29,2018-08-31 07:15:00,0.762891,2.6403234
2018-08-29,2018-08-31 07:30:00,0.878906,2.423792
2018-08-29,2018-08-31 07:45:00,0.629297,2.2278235
2018-08-29,2018-08-31 08:00:00,0.446484,2.0227609
2018-08-29,2018-08-31 08:15:00,0.362109,1.7829396
2018-08-29,2018-08-31 08:30:00,0.379687,1.5340968
2018-08-29,2018-08-31 08:45:00,0.428906,1.3148619
2018-08-29,2018-08-31 09:00:00,0.302344,1.0372008
2018-08-29,2018-08-31 09:15:00,0.214453,0.8042374
2018-08-29,2018-08-31 09:30:00,0.189844,0.6012803
2018-08-29,2018-08-31 09:45:00,0.049219,0.40913215
2018-08-29,2018-08-31 10:00:00,0.049219,0.21852379
2018-08-29,2018-08-31 10:15:00,0.0105469999999999,0.10265948
2018-08-29,2018-08-31 10:30:00,0.0,-0.010267556
2018-08-29,2018-08-31 10:45:00,0.0,-0.10440652
2018-08-29,2018-08-31 11:00:00,0.0,-0.13741621
2018-08-29,2018-08-31 11:15:00,0.0,-0.13895491
2018-08-29,2018-08-31 11:30:00,0.0,-0.1179501
2018-08-29,2018-08-31 11:45:00,0.0,-0.13108504
2018-08-29,2018-08-31 12:00:00,0.0,-0.08690394
2018-08-29,2018-08-31 12:15:00,0.0,-0.049760938
2018-08-29,2018-08-31 12:30:00,0.0,-0.036855098
2018-08-29,2018-08-30 13:00:00,0.0,0.026740074
2018-08-29,2018-08-30 13:15:00,0.0,0.01619257
2018-08-29,2018-08-30 13:30:00,0.0,0.031967945
2018-08-29,2018-08-30 13:45:00,0.0,0.011932887
2018-08-29,2018-08-30 14:00:00,0.0,-0.010893881
2018-08-29,2018-08-30 14:15:00,0.0,0.0048798695
2018-08-29,2018-08-30 14:30:00,0.0,0.0019019693
2018-08-29,2018-08-30 14:45:00,0.0,0.015728049
2018-08-29,2018-08-30 15:00:00,0.0,0.010270551
2018-08-29,2018-08-30 15:15:00,0.0,0.0060317293
2018-08-29,2018-08-30 15:30:00,0.0,-0.0017898455
2018-08-29,2018-08-30 15:45:00,0.0,0.025889818
2018-08-29,2018-08-30 16:00:00,0.0,0.0009776428
2018-08-29,2018-08-30 16:15:00,0.0,0.028849967
2018-08-29,2018-08-30 16:30:00,0.0,0.026997278
2018-08-29,2018-08-30 16:45:00,0.0,0.03824088
2018-08-29,2018-08-30 17:00:00,0.0,0.06889532
2018-08-29,2018-08-30 17:15:00,0.0,0.07791374
2018-08-29,2018-08-30 17:30:00,0.0,0.04770384
2018-08-29,2018-08-30 17:45:00,0.0,0.053547718
2018-08-29,2018-08-30 18:00:00,0.0,0.07273199
2018-08-29,2018-08-30 18:15:00,0.0,0.08188164
2018-08-29,2018-08-30 18:30:00,0.0,0.03933888
2018-08-29,2018-08-30 18:45:00,0.0,0.043935493
2018-08-29,2018-08-30 19:00:00,0.0,0.07270342
2018-08-29,2018-08-30 19:15:00,0.0,0.07980732
2018-08-29,2018-08-30 19:30:00,0.0,0.080505624
2018-08-29,2018-08-30 19:45:00,0.0,0.08009812
2018-08-29,2018-08-30 20:00:00,0.0,0.063254766
2018-08-29,2018-08-30 20:15:00,0.0,0.03986601
2018-08-29,2018-08-30 20:30:00,0.0,0.0587974
2018-08-29,2018-08-30 20:45:00,0.0,0.021427162
2018-08-29,2018-08-30 21:00:00,0.0,-0.0025912076
2018-08-29,2018-08-30 21:15:00,0.0,-0.0036652684
2018-08-29,2018-08-30 21:30:00,0.0,-0.03287507
2018-08-29,2018-08-30 21:45:00,0.0,-0.047848806
2018-08-29,2018-08-30 22:00:00,0.0,-0.044866726
2018-08-29,2018-08-30 22:15:00,0.0,-0.027216688
2018-08-29,2018-08-30 22:30:00,0.024609,-0.022483421
2018-08-29,2018-08-30 22:45:00,0.077344,0.008018803
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.08346376
2018-08-29,2018-08-30 23:15:00,0.239063,0.20597315
2018-08-29,2018-08-30 23:30:00,0.291797,0.33431554
2018-08-29,2018-08-30 23:45:00,0.309375,0.4850683
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.67160034
2018-08-29,2018-08-31 00:15:00,0.573047,0.8751477
2018-08-29,2018-08-31 00:30:00,0.537891,1.1474057
2018-08-29,2018-08-31 00:45:00,0.481641,1.3638046
2018-08-29,2018-08-31 01:00:00,1.128516,1.6283468
2018-08-29,2018-08-31 01:15:00,1.191797,1.8696939
2018-08-29,2018-08-31 01:30:00,1.276172,2.1244798
2018-08-29,2018-08-31 01:45:00,0.569531,2.3987665
2018-08-29,2018-08-31 02:00:00,0.467578,2.6475513
2018-08-29,2018-08-31 02:15:00,0.485156,2.8242273
2018-08-29,2018-08-31 02:30:00,0.966797,2.9978821
2018-08-29,2018-08-31 02:45:00,1.817578,3.207326
2018-08-29,2018-08-31 03:00:00,2.091797,3.3400412
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,3.3853068
2018-08-29,2018-08-31 03:30:00,1.093359,3.4766464
2018-08-29,2018-08-31 03:45:00,1.146094,3.5514882
2018-08-29,2018-08-31 04:00:00,1.364062,3.576707
2018-08-29,2018-08-31 04:15:00,1.374609,3.6124637
2018-08-29,2018-08-31 04:30:00,1.132031,3.6113381
2018-08-29,2018-08-31 04:45:00,0.580078,3.6133947
2018-08-29,2018-08-31 05:00:00,0.7875,3.5968604
2018-08-29,2018-08-31 05:15:00,0.710156,3.5348969
2018-08-29,2018-08-31 05:30:00,0.555469,3.4937694
2018-08-29,2018-08-31 05:45:00,0.632812,3.4894073
2018-08-29,2018-08-31 06:00:00,1.110937,3.3905115
2018-08-29,2018-08-31 06:15:00,1.082812,3.2793193
2018-08-29,2018-08-31 06:30:00,0.921094,3.1781216
2018-08-29,2018-08-31 06:45:00,0.840234,3.0801423
2018-08-29,2018-08-31 07:00:00,0.639844,2.9275615
2018-08-29,2018-08-31 07:15:00,0.762891,2.7407427
2018-08-29,2018-08-31 07:30:00,0.878906,2.5525305
2018-08-29,2018-08-31 07:45:00,0.629297,2.3311348
2018-08-29,2018-08-31 08:00:00,0.446484,2.1239338
2018-08-29,2018-08-31 08:15:00,0.362109,1.9106803
2018-08-29,2018-08-31 08:30:00,0.379687,1.6678663
2018-08-29,2018-08-31 08:45:00,0.428906,1.4134899
2018-08-29,2018-08-31 09:00:00,0.302344,1.1969793
2018-08-29,2018-08-31 09:15:00,0.214453,0.92471397
2018-08-29,2018-08-31 09:30:00,0.189844,0.69847596
2018-08-29,2018-08-31 09:45:00,0.049219,0.510012
2018-08-29,2018-08-31 10:00:00,0.049219,0.33112153
2018-08-29,2018-08-31 10:15:00,0.0105469999999999,0.15062815
2018-08-29,2018-08-31 10:30:00,0.0,0.04685852
2018-08-29,2018-08-31 10:45:00,0.0,-0.046668522
2018-08-29,2018-08-31 11:00:00,0.0,-0.12874211
2018-08-29,2018-08-31 11:15:00,0.0,-0.14840357
2018-08-29,2018-08-31 11:30:00,0.0,-0.14245969
2018-08-29,2018-08-31 11:45:00,0.0,-0.11210856
2018-08-29,2018-08-31 12:00:00,0.0,-0.12218536
2018-08-29,2018-08-31 12:15:00,0.0,-0.077375285
2018-08-29,2018-08-31 12:30:00,0.0,-0.040107667
2018-08-29,2018-08-31 12:45:00,0.0,-0.027568776
2018-08-29,2018-08-30 13:15:00,0.0,0.04297791
2018-08-29,2018-08-30 13:30:00,0.0,0.027606528
2018-08-29,2018-08-30 13:45:00,0.0,0.032683324
2018-08-29,2018-08-30 14:00:00,0.0,0.021997474
2018-08-29,2018-08-30 14:15:00,0.0,-0.0033353418
2018-08-29,2018-08-30 14:30:00,0.0,0.012391448
2018-08-29,2018-08-30 14:45:00,0.0,0.0046599843
2018-08-29,2018-08-30 15:00:00,0.0,0.017910704
2018-08-29,2018-08-30 15:15:00,0.0,0.012386203
2018-08-29,2018-08-30 15:30:00,0.0,0.009740725
2018-08-29,2018-08-30 15:45:00,0.0,0.0040239766
2018-08-29,2018-08-30 16:00:00,0.0,0.022751886
2018-08-29,2018-08-30 16:15:00,0.0,0.00035895407
2018-08-29,2018-08-30 16:30:00,0.0,0.024909537
2018-08-29,2018-08-30 16:45:00,0.0,0.026249193
2018-08-29,2018-08-30 17:00:00,0.0,0.033124357
2018-08-29,2018-08-30 17:15:00,0.0,0.061613627
2018-08-29,2018-08-30 17:30:00,0.0,0.061442114
2018-08-29,2018-08-30 17:45:00,0.0,0.03970477
2018-08-29,2018-08-30 18:00:00,0.0,0.042020135
2018-08-29,2018-08-30 18:15:00,0.0,0.06860742
2018-08-29,2018-08-30 18:30:00,0.0,0.07577697
2018-08-29,2018-08-30 18:45:00,0.0,0.040611327
2018-08-29,2018-08-30 19:00:00,0.0,0.049936235
2018-08-29,2018-08-30 19:15:00,0.0,0.07679582
2018-08-29,2018-08-30 19:30:00,0.0,0.08235753
2018-08-29,2018-08-30 19:45:00,0.0,0.08007922
2018-08-29,2018-08-30 20:00:00,0.0,0.07346925
2018-08-29,2018-08-30 20:15:00,0.0,0.049477354
2018-08-29,2018-08-30 20:30:00,0.0,0.019619398
2018-08-29,2018-08-30 20:45:00,0.0,0.028251521
2018-08-29,2018-08-30 21:00:00,0.0,-0.020846706
2018-08-29,2018-08-30 21:15:00,0.0,-0.041018233
2018-08-29,2018-08-30 21:30:00,0.0,-0.045907512
2018-08-29,2018-08-30 21:45:00,0.0,-0.06991129
2018-08-29,2018-08-30 22:00:00,0.0,-0.079058565
2018-08-29,2018-08-30 22:15:00,0.0,-0.062142782
2018-08-29,2018-08-30 22:30:00,0.024609,-0.02346079
2018-08-29,2018-08-30 22:45:00,0.077344,0.0062765023
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.06711027
2018-08-29,2018-08-30 23:15:00,0.239063,0.1805864
2018-08-29,2018-08-30 23:30:00,0.291797,0.3477189
2018-08-29,2018-08-30 23:45:00,0.309375,0.507975
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.699661
2018-08-29,2018-08-31 00:15:00,0.573047,0.90829086
2018-08-29,2018-08-31 00:30:00,0.537891,1.147822
2018-08-29,2018-08-31 00:45:00,0.481641,1.4315178
2018-08-29,2018-08-31 01:00:00,1.128516,1.6615627
2018-08-29,2018-08-31 01:15:00,1.191797,1.9402
2018-08-29,2018-08-31 01:30:00,1.276172,2.1699958
2018-08-29,2018-08-31 01:45:00,0.569531,2.405954
2018-08-29,2018-08-31 02:00:00,0.467578,2.6628997
2018-08-29,2018-08-31 02:15:00,0.485156,2.890595
2018-08-29,2018-08-31 02:30:00,0.966797,3.028522
2018-08-29,2018-08-31 02:45:00,1.817578,3.1711993
2018-08-29,2018-08-31 03:00:00,2.091797,3.3494494
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,3.4410877
2018-08-29,2018-08-31 03:30:00,1.093359,3.4524758
2018-08-29,2018-08-31 03:45:00,1.146094,3.509211
2018-08-29,2018-08-31 04:00:00,1.364062,3.561275
2018-08-29,2018-08-31 04:15:00,1.374609,3.5629685
2018-08-29,2018-08-31 04:30:00,1.132031,3.5802732
2018-08-29,2018-08-31 04:45:00,0.580078,3.5595844
2018-08-29,2018-08-31 05:00:00,0.7875,3.5409963
2018-08-29,2018-08-31 05:15:00,0.710156,3.5162485
2018-08-29,2018-08-31 05:30:00,0.555469,3.4412723
2018-08-29,2018-08-31 05:45:00,0.632812,3.3732054
2018-08-29,2018-08-31 06:00:00,1.110937,3.3629649
2018-08-29,2018-08-31 06:15:00,1.082812,3.2466457
2018-08-29,2018-08-31 06:30:00,0.921094,3.119419
2018-08-29,2018-08-31 06:45:00,0.840234,3.0122843
2018-08-29,2018-08-31 07:00:00,0.639844,2.897485
2018-08-29,2018-08-31 07:15:00,0.762891,2.733818
2018-08-29,2018-08-31 07:30:00,0.878906,2.5442739
2018-08-29,2018-08-31 07:45:00,0.629297,2.344311
2018-08-29,2018-08-31 08:00:00,0.446484,2.121629
2018-08-29,2018-08-31 08:15:00,0.362109,1.9231678
2018-08-29,2018-08-31 08:30:00,0.379687,1.7137241
2018-08-29,2018-08-31 08:45:00,0.428906,1.484279
2018-08-29,2018-08-31 09:00:00,0.302344,1.2310166
2018-08-29,2018-08-31 09:15:00,0.214453,1.0361633
2018-08-29,2018-08-31 09:30:00,0.189844,0.7876673
2018-08-29,2018-08-31 09:45:00,0.049219,0.5882824
2018-08-29,2018-08-31 10:00:00,0.049219,0.4270895
2018-08-29,2018-08-31 10:15:00,0.0105469999999999,0.27672687
2018-08-29,2018-08-31 10:30:00,0.0,0.113772936
2018-08-29,2018-08-31 10:45:00,0.0,0.029774742
2018-08-29,2018-08-31 11:00:00,0.0,-0.03927526
2018-08-29,2018-08-31 11:15:00,0.0,-0.10961571
2018-08-29,2018-08-31 11:30:00,0.0,-0.12752695
2018-08-29,2018-08-31 11:45:00,0.0,-0.116183996
2018-08-29,2018-08-31 12:00:00,0.0,-0.08603093
2018-08-29,2018-08-31 12:15:00,0.0,-0.094198234
2018-08-29,2018-08-31 12:30:00,0.0,-0.063199066
2018-08-29,2018-08-31 12:45:00,0.0,-0.023099422
2018-08-29,2018-08-31 13:00:00,0.0,-0.02605841
2018-08-29,2018-08-30 13:30:00,0.0,0.029474571
2018-08-29,2018-08-30 13:45:00,0.0,0.013701558
2018-08-29,2018-08-30 14:00:00,0.0,0.009551652
2018-08-29,2018-08-30 14:15:00,0.0,-0.0022597164
2018-08-29,2018-08-30 14:30:00,0.0,-0.023597911
2018-08-29,2018-08-30 14:45:00,0.0,0.00022896379
2018-08-29,2018-08-30 15:00:00,0.0,-0.02019399
2018-08-29,2018-08-30 15:15:00,0.0,0.004588388
2018-08-29,2018-08-30 15:30:00,0.0,0.0067782253
2018-08-29,2018-08-30 15:45:00,0.0,0.014379844
2018-08-29,2018-08-30 16:00:00,0.0,0.009929277
2018-08-29,2018-08-30 16:15:00,0.0,0.031579573
2018-08-29,2018-08-30 16:30:00,0.0,0.021838248
2018-08-29,2018-08-30 16:45:00,0.0,0.044194985
2018-08-29,2018-08-30 17:00:00,0.0,0.05250733
2018-08-29,2018-08-30 17:15:00,0.0,0.05367723
2018-08-29,2018-08-30 17:30:00,0.0,0.08163039
2018-08-29,2018-08-30 17:45:00,0.0,0.07803875
2018-08-29,2018-08-30 18:00:00,0.0,0.059667796
2018-08-29,2018-08-30 18:15:00,0.0,0.051845845
2018-08-29,2018-08-30 18:30:00,0.0,0.08364783
2018-08-29,2018-08-30 18:45:00,0.0,0.07948678
2018-08-29,2018-08-30 19:00:00,0.0,0.047549896
2018-08-29,2018-08-30 19:15:00,0.0,0.046620987
2018-08-29,2018-08-30 19:30:00,0.0,0.06962877
2018-08-29,2018-08-30 19:45:00,0.0,0.0654577
2018-08-29,2018-08-30 20:00:00,0.0,0.053901196
2018-08-29,2018-08-30 20:15:00,0.0,0.036675587
2018-08-29,2018-08-30 20:30:00,0.0,-0.0010382105
2018-08-29,2018-08-30 20:45:00,0.0,-0.03258498
2018-08-29,2018-08-30 21:00:00,0.0,-0.03893558
2018-08-29,2018-08-30 21:15:00,0.0,-0.09761134
2018-08-29,2018-08-30 21:30:00,0.0,-0.1243522
2018-08-29,2018-08-30 21:45:00,0.0,-0.11749272
2018-08-29,2018-08-30 22:00:00,0.0,-0.14748934
2018-08-29,2018-08-30 22:15:00,0.0,-0.13959463
2018-08-29,2018-08-30 22:30:00,0.024609,-0.116845995
2018-08-29,2018-08-30 22:45:00,0.077344,-0.053118914
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.0014666626
2018-08-29,2018-08-30 23:15:00,0.239063,0.09341265
2018-08-29,2018-08-30 23:30:00,0.291797,0.23048389
2018-08-29,2018-08-30 23:45:00,0.309375,0.43124884
