起报时间,预报时间,实际功率 (MW),PureLSTM预测功率 (MW)
2018-08-29,2018-08-30 21:00:00,0.0,-0.005575672
2018-08-29,2018-08-30 21:15:00,0.0,0.015984237
2018-08-29,2018-08-30 21:30:00,0.0,0.026863918
2018-08-29,2018-08-30 21:45:00,0.0,0.011996947
2018-08-29,2018-08-30 22:00:00,0.0,0.03277263
2018-08-29,2018-08-30 22:15:00,0.0,0.06189104
2018-08-29,2018-08-30 22:30:00,0.024609,0.054458335
2018-08-29,2018-08-30 22:45:00,0.077344,0.09628001
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.12848526
2018-08-29,2018-08-30 23:15:00,0.239063,0.15385377
2018-08-29,2018-08-30 23:30:00,0.291797,0.22242066
2018-08-29,2018-08-30 23:45:00,0.309375,0.3324777
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.46300465
2018-08-29,2018-08-31 00:15:00,0.573047,0.6088749
2018-08-29,2018-08-31 00:30:00,0.537891,0.76845264
2018-08-29,2018-08-31 00:45:00,0.481641,0.9302316
2018-08-29,2018-08-31 01:00:00,1.128516,1.1582615
2018-08-29,2018-08-31 01:15:00,1.191797,1.3653853
2018-08-29,2018-08-31 01:30:00,1.276172,1.5952039
2018-08-29,2018-08-31 01:45:00,0.569531,1.8415715
2018-08-29,2018-08-31 02:00:00,0.467578,2.0312047
2018-08-29,2018-08-31 02:15:00,0.485156,2.2134612
2018-08-29,2018-08-31 02:30:00,0.966797,2.3995047
2018-08-29,2018-08-31 02:45:00,1.817578,2.5303268
2018-08-29,2018-08-31 03:00:00,2.091797,2.7371173
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,2.8091373
2018-08-29,2018-08-31 03:30:00,1.093359,2.8450685
2018-08-29,2018-08-31 03:45:00,1.146094,2.8724248
2018-08-29,2018-08-31 04:00:00,1.364062,2.834212
2018-08-29,2018-08-31 04:15:00,1.374609,2.8150368
2018-08-29,2018-08-31 04:30:00,1.132031,2.7106106
2018-08-29,2018-08-31 04:45:00,0.580078,2.611231
2018-08-29,2018-08-31 05:00:00,0.7875,2.493091
2018-08-29,2018-08-31 05:15:00,0.710156,2.3878458
2018-08-29,2018-08-31 05:30:00,0.555469,2.2565222
2018-08-29,2018-08-30 06:00:00,0.977344,2.480369
2018-08-29,2018-08-30 06:15:00,1.286719,2.2191784
2018-08-29,2018-08-30 06:30:00,1.167187,1.9808588
2018-08-29,2018-08-30 06:45:00,1.163672,1.8010947
2018-08-29,2018-08-30 07:00:00,0.935156,1.6598289
2018-08-29,2018-08-30 07:15:00,0.892969,1.5508941
2018-08-29,2018-08-30 07:30:00,1.005469,1.392836
2018-08-29,2018-08-30 07:45:00,1.849219,1.2682177
2018-08-29,2018-08-30 08:00:00,1.089844,1.0967451
2018-08-29,2018-08-30 08:15:00,1.494141,0.93361264
2018-08-29,2018-08-30 08:30:00,0.963281,0.8166757
2018-08-29,2018-08-30 08:45:00,0.537891,0.6764099
2018-08-29,2018-08-30 09:00:00,0.249609,0.58396226
2018-08-29,2018-08-30 09:15:00,0.161719,0.5008383
2018-08-29,2018-08-30 09:30:00,0.0421879999999999,0.40085858
2018-08-29,2018-08-30 09:45:00,0.052734,0.32062125
2018-08-29,2018-08-30 10:00:00,0.0105469999999999,0.21390584
2018-08-29,2018-08-30 10:15:00,0.0,0.16160005
2018-08-29,2018-08-30 10:30:00,0.0,0.1191696
2018-08-29,2018-08-30 10:45:00,0.0,0.058773383
2018-08-29,2018-08-30 11:00:00,0.0,0.010853082
2018-08-29,2018-08-30 11:15:00,0.0,-0.030239835
2018-08-29,2018-08-30 11:30:00,0.0,-0.041684836
2018-08-29,2018-08-30 11:45:00,0.0,-0.029646188
2018-08-29,2018-08-30 12:00:00,0.0,-0.01799079
2018-08-29,2018-08-30 12:15:00,0.0,-0.009969428
2018-08-29,2018-08-30 12:30:00,0.0,-0.006621644
2018-08-29,2018-08-30 12:45:00,0.0,0.027982786
2018-08-29,2018-08-30 13:00:00,0.0,0.026788276
2018-08-29,2018-08-30 13:15:00,0.0,0.029954389
2018-08-29,2018-08-30 13:30:00,0.0,0.02325318
2018-08-29,2018-08-30 13:45:00,0.0,0.022216862
2018-08-29,2018-08-30 14:00:00,0.0,0.0072360123
2018-08-29,2018-08-30 14:15:00,0.0,-0.016705886
2018-08-29,2018-08-30 14:30:00,0.0,-0.004586839
2018-08-29,2018-08-30 14:45:00,0.0,-0.0067664757
2018-08-29,2018-08-30 15:00:00,0.0,0.0018335283
2018-08-29,2018-08-30 15:15:00,0.0,0.019446502
2018-08-29,2018-08-30 15:30:00,0.0,0.022683889
2018-08-29,2018-08-30 15:45:00,0.0,0.017507449
2018-08-29,2018-08-30 16:00:00,0.0,0.015230808
2018-08-29,2018-08-30 16:15:00,0.0,-0.0038306862
2018-08-29,2018-08-30 16:30:00,0.0,-0.0084704105
2018-08-29,2018-08-30 16:45:00,0.0,-0.012337792
2018-08-29,2018-08-30 17:00:00,0.0,-0.03373997
2018-08-29,2018-08-30 17:15:00,0.0,-0.049280956
2018-08-29,2018-08-30 17:30:00,0.0,-0.05401044
2018-08-29,2018-08-30 17:45:00,0.0,-0.054528344
2018-08-29,2018-08-30 18:00:00,0.0,-0.029484406
2018-08-29,2018-08-30 18:15:00,0.0,-0.036653996
2018-08-29,2018-08-30 18:30:00,0.0,-0.016292572
2018-08-29,2018-08-30 18:45:00,0.0,0.0014264956
2018-08-29,2018-08-30 19:00:00,0.0,-0.015242696
2018-08-29,2018-08-30 19:15:00,0.0,-0.008587047
2018-08-29,2018-08-30 19:30:00,0.0,-0.030929402
2018-08-29,2018-08-30 19:45:00,0.0,-0.018319309
2018-08-29,2018-08-30 20:00:00,0.0,-0.040844936
2018-08-29,2018-08-30 20:15:00,0.0,-0.041121636
2018-08-29,2018-08-30 20:30:00,0.0,-0.02680716
2018-08-29,2018-08-30 20:45:00,0.0,-0.026342403
2018-08-29,2018-08-30 21:00:00,0.0,-0.016969219
2018-08-29,2018-08-30 21:15:00,0.0,-0.00018173456
2018-08-29,2018-08-30 21:30:00,0.0,0.020312026
2018-08-29,2018-08-30 21:45:00,0.0,0.0324977
2018-08-29,2018-08-30 22:00:00,0.0,0.022854224
2018-08-29,2018-08-30 22:15:00,0.0,0.04984659
2018-08-29,2018-08-30 22:30:00,0.024609,0.086873904
2018-08-29,2018-08-30 22:45:00,0.077344,0.090105675
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.14677301
2018-08-29,2018-08-30 23:15:00,0.239063,0.19100708
2018-08-29,2018-08-30 23:30:00,0.291797,0.22716677
2018-08-29,2018-08-30 23:45:00,0.309375,0.3113129
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.43664217
2018-08-29,2018-08-31 00:15:00,0.573047,0.5815549
2018-08-29,2018-08-31 00:30:00,0.537891,0.74249846
2018-08-29,2018-08-31 00:45:00,0.481641,0.91546655
2018-08-29,2018-08-31 01:00:00,1.128516,1.0894101
2018-08-29,2018-08-31 01:15:00,1.191797,1.3271339
2018-08-29,2018-08-31 01:30:00,1.276172,1.5401553
2018-08-29,2018-08-31 01:45:00,0.569531,1.7728966
2018-08-29,2018-08-31 02:00:00,0.467578,2.0194407
2018-08-29,2018-08-31 02:15:00,0.485156,2.2025762
2018-08-29,2018-08-31 02:30:00,0.966797,2.377022
2018-08-29,2018-08-31 02:45:00,1.817578,2.5488462
2018-08-29,2018-08-31 03:00:00,2.091797,2.6627405
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,2.8480048
2018-08-29,2018-08-31 03:30:00,1.093359,2.8947346
2018-08-29,2018-08-31 03:45:00,1.146094,2.9078763
2018-08-29,2018-08-31 04:00:00,1.364062,2.9157043
2018-08-29,2018-08-31 04:15:00,1.374609,2.8558457
2018-08-29,2018-08-31 04:30:00,1.132031,2.8186607
2018-08-29,2018-08-31 04:45:00,0.580078,2.69652
2018-08-29,2018-08-31 05:00:00,0.7875,2.580178
2018-08-29,2018-08-31 05:15:00,0.710156,2.4459105
2018-08-29,2018-08-31 05:30:00,0.555469,2.3274026
2018-08-29,2018-08-31 05:45:00,0.632812,2.1784601
2018-08-29,2018-08-30 06:15:00,1.286719,2.5310478
2018-08-29,2018-08-30 06:30:00,1.167187,2.261851
2018-08-29,2018-08-30 06:45:00,1.163672,2.0043616
2018-08-29,2018-08-30 07:00:00,0.935156,1.8010365
2018-08-29,2018-08-30 07:15:00,0.892969,1.6315756
2018-08-29,2018-08-30 07:30:00,1.005469,1.4923238
2018-08-29,2018-08-30 07:45:00,1.849219,1.305151
2018-08-29,2018-08-30 08:00:00,1.089844,1.1570127
2018-08-29,2018-08-30 08:15:00,1.494141,0.96665245
2018-08-29,2018-08-30 08:30:00,0.963281,0.7924342
2018-08-29,2018-08-30 08:45:00,0.537891,0.6667266
2018-08-29,2018-08-30 09:00:00,0.249609,0.5263984
2018-08-29,2018-08-30 09:15:00,0.161719,0.4378223
2018-08-29,2018-08-30 09:30:00,0.0421879999999999,0.3660133
2018-08-29,2018-08-30 09:45:00,0.052734,0.27888006
2018-08-29,2018-08-30 10:00:00,0.0105469999999999,0.21920599
2018-08-29,2018-08-30 10:15:00,0.0,0.13125451
2018-08-29,2018-08-30 10:30:00,0.0,0.09614439
2018-08-29,2018-08-30 10:45:00,0.0,0.0721747
2018-08-29,2018-08-30 11:00:00,0.0,0.03183659
2018-08-29,2018-08-30 11:15:00,0.0,-0.005617887
2018-08-29,2018-08-30 11:30:00,0.0,-0.03479515
2018-08-29,2018-08-30 11:45:00,0.0,-0.041353345
2018-08-29,2018-08-30 12:00:00,0.0,-0.027402952
2018-08-29,2018-08-30 12:15:00,0.0,-0.013424106
2018-08-29,2018-08-30 12:30:00,0.0,-0.0066317096
2018-08-29,2018-08-30 12:45:00,0.0,-0.0038045049
2018-08-29,2018-08-30 13:00:00,0.0,0.030619629
2018-08-29,2018-08-30 13:15:00,0.0,0.027612437
2018-08-29,2018-08-30 13:30:00,0.0,0.03390187
2018-08-29,2018-08-30 13:45:00,0.0,0.028210822
2018-08-29,2018-08-30 14:00:00,0.0,0.031212289
2018-08-29,2018-08-30 14:15:00,0.0,0.019137092
2018-08-29,2018-08-30 14:30:00,0.0,-0.0055119395
2018-08-29,2018-08-30 14:45:00,0.0,0.0070458855
2018-08-29,2018-08-30 15:00:00,0.0,0.003680542
2018-08-29,2018-08-30 15:15:00,0.0,0.010823488
2018-08-29,2018-08-30 15:30:00,0.0,0.02852937
2018-08-29,2018-08-30 15:45:00,0.0,0.031097604
2018-08-29,2018-08-30 16:00:00,0.0,0.024008848
2018-08-29,2018-08-30 16:15:00,0.0,0.0261803
2018-08-29,2018-08-30 16:30:00,0.0,0.0064352453
2018-08-29,2018-08-30 16:45:00,0.0,0.0034645312
2018-08-29,2018-08-30 17:00:00,0.0,7.0321374e-05
2018-08-29,2018-08-30 17:15:00,0.0,-0.025357947
2018-08-29,2018-08-30 17:30:00,0.0,-0.041866317
2018-08-29,2018-08-30 17:45:00,0.0,-0.049038935
2018-08-29,2018-08-30 18:00:00,0.0,-0.052060302
2018-08-29,2018-08-30 18:15:00,0.0,-0.029642902
2018-08-29,2018-08-30 18:30:00,0.0,-0.038285583
2018-08-29,2018-08-30 18:45:00,0.0,-0.01639171
2018-08-29,2018-08-30 19:00:00,0.0,0.0039505586
2018-08-29,2018-08-30 19:15:00,0.0,-0.012530401
2018-08-29,2018-08-30 19:30:00,0.0,-0.003227353
2018-08-29,2018-08-30 19:45:00,0.0,-0.024007425
2018-08-29,2018-08-30 20:00:00,0.0,-0.008972034
2018-08-29,2018-08-30 20:15:00,0.0,-0.032463744
2018-08-29,2018-08-30 20:30:00,0.0,-0.032873
2018-08-29,2018-08-30 20:45:00,0.0,-0.022262022
2018-08-29,2018-08-30 21:00:00,0.0,-0.0241631
2018-08-29,2018-08-30 21:15:00,0.0,-0.014919013
2018-08-29,2018-08-30 21:30:00,0.0,0.0012839586
2018-08-29,2018-08-30 21:45:00,0.0,0.020107016
2018-08-29,2018-08-30 22:00:00,0.0,0.032156985
2018-08-29,2018-08-30 22:15:00,0.0,0.02959837
2018-08-29,2018-08-30 22:30:00,0.024609,0.06448202
2018-08-29,2018-08-30 22:45:00,0.077344,0.11246148
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.13139759
2018-08-29,2018-08-30 23:15:00,0.239063,0.20779076
2018-08-29,2018-08-30 23:30:00,0.291797,0.27055338
2018-08-29,2018-08-30 23:45:00,0.309375,0.32311168
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.42947656
2018-08-29,2018-08-31 00:15:00,0.573047,0.57531714
2018-08-29,2018-08-31 00:30:00,0.537891,0.7384567
2018-08-29,2018-08-31 00:45:00,0.481641,0.9154618
2018-08-29,2018-08-31 01:00:00,1.128516,1.1005372
2018-08-29,2018-08-31 01:15:00,1.191797,1.2828593
2018-08-29,2018-08-31 01:30:00,1.276172,1.5252217
2018-08-29,2018-08-31 01:45:00,0.569531,1.7386116
2018-08-29,2018-08-31 02:00:00,0.467578,1.9665989
2018-08-29,2018-08-31 02:15:00,0.485156,2.2047598
2018-08-29,2018-08-31 02:30:00,0.966797,2.3740153
2018-08-29,2018-08-31 02:45:00,1.817578,2.5331707
2018-08-29,2018-08-31 03:00:00,2.091797,2.686643
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,2.7792532
2018-08-29,2018-08-31 03:30:00,1.093359,2.9406471
2018-08-29,2018-08-31 03:45:00,1.146094,2.9615855
2018-08-29,2018-08-31 04:00:00,1.364062,2.9550664
2018-08-29,2018-08-31 04:15:00,1.374609,2.945644
2018-08-29,2018-08-31 04:30:00,1.132031,2.8682635
2018-08-29,2018-08-31 04:45:00,0.580078,2.8182285
2018-08-29,2018-08-31 05:00:00,0.7875,2.6846752
2018-08-29,2018-08-31 05:15:00,0.710156,2.5557992
2018-08-29,2018-08-31 05:30:00,0.555469,2.4083314
2018-08-29,2018-08-31 05:45:00,0.632812,2.2774243
2018-08-29,2018-08-31 06:00:00,1.110937,2.1111753
2018-08-29,2018-08-30 06:30:00,1.167187,2.5466545
2018-08-29,2018-08-30 06:45:00,1.163672,2.265223
2018-08-29,2018-08-30 07:00:00,0.935156,1.9854214
2018-08-29,2018-08-30 07:15:00,0.892969,1.7562863
2018-08-29,2018-08-30 07:30:00,1.005469,1.5575601
2018-08-29,2018-08-30 07:45:00,1.849219,1.3892732
2018-08-29,2018-08-30 08:00:00,1.089844,1.175235
2018-08-29,2018-08-30 08:15:00,1.494141,1.0072715
2018-08-29,2018-08-30 08:30:00,0.963281,0.80394286
2018-08-29,2018-08-30 08:45:00,0.537891,0.6245448
2018-08-29,2018-08-30 09:00:00,0.249609,0.49825138
2018-08-29,2018-08-30 09:15:00,0.161719,0.36362314
2018-08-29,2018-08-30 09:30:00,0.0421879999999999,0.28529572
2018-08-29,2018-08-30 09:45:00,0.052734,0.22958736
2018-08-29,2018-08-30 10:00:00,0.0105469999999999,0.16014671
2018-08-29,2018-08-30 10:15:00,0.0,0.12406077
2018-08-29,2018-08-30 10:30:00,0.0,0.059255354
2018-08-29,2018-08-30 10:45:00,0.0,0.04356046
2018-08-29,2018-08-30 11:00:00,0.0,0.039594993
2018-08-29,2018-08-30 11:15:00,0.0,0.017948948
2018-08-29,2018-08-30 11:30:00,0.0,-0.009075314
2018-08-29,2018-08-30 11:45:00,0.0,-0.028461605
2018-08-29,2018-08-30 12:00:00,0.0,-0.033199675
2018-08-29,2018-08-30 12:15:00,0.0,-0.020207465
2018-08-29,2018-08-30 12:30:00,0.0,-0.0067838803
2018-08-29,2018-08-30 12:45:00,0.0,-0.004537061
2018-08-29,2018-08-30 13:00:00,0.0,-0.0038643032
2018-08-29,2018-08-30 13:15:00,0.0,0.02729106
2018-08-29,2018-08-30 13:30:00,0.0,0.020848814
2018-08-29,2018-08-30 13:45:00,0.0,0.03020107
2018-08-29,2018-08-30 14:00:00,0.0,0.025436599
2018-08-29,2018-08-30 14:15:00,0.0,0.033286136
2018-08-29,2018-08-30 14:30:00,0.0,0.02489762
2018-08-29,2018-08-30 14:45:00,0.0,0.0011540055
2018-08-29,2018-08-30 15:00:00,0.0,0.014112376
2018-08-29,2018-08-30 15:15:00,0.0,0.010083921
2018-08-29,2018-08-30 15:30:00,0.0,0.016403593
2018-08-29,2018-08-30 15:45:00,0.0,0.032914564
2018-08-29,2018-08-30 16:00:00,0.0,0.03451944
2018-08-29,2018-08-30 16:15:00,0.0,0.025122073
2018-08-29,2018-08-30 16:30:00,0.0,0.030536894
2018-08-29,2018-08-30 16:45:00,0.0,0.011041567
2018-08-29,2018-08-30 17:00:00,0.0,0.008794509
2018-08-29,2018-08-30 17:15:00,0.0,0.0065530636
2018-08-29,2018-08-30 17:30:00,0.0,-0.0213034
2018-08-29,2018-08-30 17:45:00,0.0,-0.039065525
2018-08-29,2018-08-30 18:00:00,0.0,-0.04837765
2018-08-29,2018-08-30 18:15:00,0.0,-0.053226355
2018-08-29,2018-08-30 18:30:00,0.0,-0.03327979
2018-08-29,2018-08-30 18:45:00,0.0,-0.041793138
2018-08-29,2018-08-30 19:00:00,0.0,-0.018765599
2018-08-29,2018-08-30 19:15:00,0.0,0.0035091192
2018-08-29,2018-08-30 19:30:00,0.0,-0.01166755
2018-08-29,2018-08-30 19:45:00,0.0,0.0007854104
2018-08-29,2018-08-30 20:00:00,0.0,-0.017990366
2018-08-29,2018-08-30 20:15:00,0.0,-0.00062936544
2018-08-29,2018-08-30 20:30:00,0.0,-0.025244575
2018-08-29,2018-08-30 20:45:00,0.0,-0.025801945
2018-08-29,2018-08-30 21:00:00,0.0,-0.019593626
2018-08-29,2018-08-30 21:15:00,0.0,-0.025370669
2018-08-29,2018-08-30 21:30:00,0.0,-0.016244784
2018-08-29,2018-08-30 21:45:00,0.0,-0.0022024661
2018-08-29,2018-08-30 22:00:00,0.0,0.014243409
2018-08-29,2018-08-30 22:15:00,0.0,0.024465546
2018-08-29,2018-08-30 22:30:00,0.024609,0.03054177
2018-08-29,2018-08-30 22:45:00,0.077344,0.07546334
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.13808036
2018-08-29,2018-08-30 23:15:00,0.239063,0.17825483
2018-08-29,2018-08-30 23:30:00,0.291797,0.28016233
2018-08-29,2018-08-30 23:45:00,0.309375,0.36840317
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.44420382
2018-08-29,2018-08-31 00:15:00,0.573047,0.5805538
2018-08-29,2018-08-31 00:30:00,0.537891,0.75325966
2018-08-29,2018-08-31 00:45:00,0.481641,0.9392479
2018-08-29,2018-08-31 01:00:00,1.128516,1.1347367
2018-08-29,2018-08-31 01:15:00,1.191797,1.33247
2018-08-29,2018-08-31 01:30:00,1.276172,1.5205094
2018-08-29,2018-08-31 01:45:00,0.569531,1.7627183
2018-08-29,2018-08-31 02:00:00,0.467578,1.9718748
2018-08-29,2018-08-31 02:15:00,0.485156,2.1875317
2018-08-29,2018-08-31 02:30:00,0.966797,2.4080873
2018-08-29,2018-08-31 02:45:00,1.817578,2.554447
2018-08-29,2018-08-31 03:00:00,2.091797,2.6892452
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,2.817436
2018-08-29,2018-08-31 03:30:00,1.093359,2.8814936
2018-08-29,2018-08-31 03:45:00,1.146094,3.01438
2018-08-29,2018-08-31 04:00:00,1.364062,3.0071304
2018-08-29,2018-08-31 04:15:00,1.374609,2.9818013
2018-08-29,2018-08-31 04:30:00,1.132031,2.9553628
2018-08-29,2018-08-31 04:45:00,0.580078,2.8631124
2018-08-29,2018-08-31 05:00:00,0.7875,2.804461
2018-08-29,2018-08-31 05:15:00,0.710156,2.6648653
2018-08-29,2018-08-31 05:30:00,0.555469,2.5280154
2018-08-29,2018-08-31 05:45:00,0.632812,2.3704383
2018-08-29,2018-08-31 06:00:00,1.110937,2.2287707
2018-08-29,2018-08-31 06:15:00,1.082812,2.0475256
2018-08-29,2018-08-30 06:45:00,1.163672,2.5252903
2018-08-29,2018-08-30 07:00:00,0.935156,2.231654
2018-08-29,2018-08-30 07:15:00,0.892969,1.9307733
2018-08-29,2018-08-30 07:30:00,1.005469,1.6781957
2018-08-29,2018-08-30 07:45:00,1.849219,1.4537394
2018-08-29,2018-08-30 08:00:00,1.089844,1.2615793
2018-08-29,2018-08-30 08:15:00,1.494141,1.02631
2018-08-29,2018-08-30 08:30:00,0.963281,0.8444908
2018-08-29,2018-08-30 08:45:00,0.537891,0.63499427
2018-08-29,2018-08-30 09:00:00,0.249609,0.45631883
2018-08-29,2018-08-30 09:15:00,0.161719,0.3363812
2018-08-29,2018-08-30 09:30:00,0.0421879999999999,0.21132787
2018-08-29,2018-08-30 09:45:00,0.052734,0.14656621
2018-08-29,2018-08-30 10:00:00,0.0105469999999999,0.10824257
2018-08-29,2018-08-30 10:15:00,0.0,0.057312503
2018-08-29,2018-08-30 10:30:00,0.0,0.044082068
2018-08-29,2018-08-30 10:45:00,0.0,0.0029891878
2018-08-29,2018-08-30 11:00:00,0.0,0.0058209896
2018-08-29,2018-08-30 11:15:00,0.0,0.0205919
2018-08-29,2018-08-30 11:30:00,0.0,0.01489415
2018-08-29,2018-08-30 11:45:00,0.0,-0.0031003505
2018-08-29,2018-08-30 12:00:00,0.0,-0.015118033
2018-08-29,2018-08-30 12:15:00,0.0,-0.020657688
2018-08-29,2018-08-30 12:30:00,0.0,-0.0109419525
2018-08-29,2018-08-30 12:45:00,0.0,0.00040700287
2018-08-29,2018-08-30 13:00:00,0.0,-0.0036157593
2018-08-29,2018-08-30 13:15:00,0.0,-0.0052299798
2018-08-29,2018-08-30 13:30:00,0.0,0.021326184
2018-08-29,2018-08-30 13:45:00,0.0,0.011331767
2018-08-29,2018-08-30 14:00:00,0.0,0.024675846
2018-08-29,2018-08-30 14:15:00,0.0,0.021597303
2018-08-29,2018-08-30 14:30:00,0.0,0.035612114
2018-08-29,2018-08-30 14:45:00,0.0,0.03153152
2018-08-29,2018-08-30 15:00:00,0.0,0.010102712
2018-08-29,2018-08-30 15:15:00,0.0,0.023265984
2018-08-29,2018-08-30 15:30:00,0.0,0.018486165
2018-08-29,2018-08-30 15:45:00,0.0,0.02433727
2018-08-29,2018-08-30 16:00:00,0.0,0.03792037
2018-08-29,2018-08-30 16:15:00,0.0,0.037445292
2018-08-29,2018-08-30 16:30:00,0.0,0.02498379
2018-08-29,2018-08-30 16:45:00,0.0,0.03213116
2018-08-29,2018-08-30 17:00:00,0.0,0.013237484
2018-08-29,2018-08-30 17:15:00,0.0,0.010997325
2018-08-29,2018-08-30 17:30:00,0.0,0.01063199
2018-08-29,2018-08-30 17:45:00,0.0,-0.018261
2018-08-29,2018-08-30 18:00:00,0.0,-0.03718464
2018-08-29,2018-08-30 18:15:00,0.0,-0.04813246
2018-08-29,2018-08-30 18:30:00,0.0,-0.053723145
2018-08-29,2018-08-30 18:45:00,0.0,-0.035805434
2018-08-29,2018-08-30 19:00:00,0.0,-0.04218775
2018-08-29,2018-08-30 19:15:00,0.0,-0.01833491
2018-08-29,2018-08-30 19:30:00,0.0,0.005166121
2018-08-29,2018-08-30 19:45:00,0.0,-0.007581532
2018-08-29,2018-08-30 20:00:00,0.0,0.008064002
2018-08-29,2018-08-30 20:15:00,0.0,-0.008670226
2018-08-29,2018-08-30 20:30:00,0.0,0.010578021
2018-08-29,2018-08-30 20:45:00,0.0,-0.016005196
2018-08-29,2018-08-30 21:00:00,0.0,-0.017457087
2018-08-29,2018-08-30 21:15:00,0.0,-0.017100006
2018-08-29,2018-08-30 21:30:00,0.0,-0.028273817
2018-08-29,2018-08-30 21:45:00,0.0,-0.019479915
2018-08-29,2018-08-30 22:00:00,0.0,-0.0088875145
2018-08-29,2018-08-30 22:15:00,0.0,0.0045836866
2018-08-29,2018-08-30 22:30:00,0.024609,0.012272639
2018-08-29,2018-08-30 22:45:00,0.077344,0.028842717
2018-08-29,2018-08-30 23:00:00,0.2636719999999999,0.08639411
2018-08-29,2018-08-30 23:15:00,0.239063,0.16756977
2018-08-29,2018-08-30 23:30:00,0.291797,0.23454997
2018-08-29,2018-08-30 23:45:00,0.309375,0.36780167
2018-08-29,2018-08-31 00:00:00,0.4113279999999999,0.48788208
2018-08-29,2018-08-31 00:15:00,0.573047,0.5929173
2018-08-29,2018-08-31 00:30:00,0.537891,0.7659378
2018-08-29,2018-08-31 00:45:00,0.481641,0.9706658
2018-08-29,2018-08-31 01:00:00,1.128516,1.1826447
2018-08-29,2018-08-31 01:15:00,1.191797,1.3978455
2018-08-29,2018-08-31 01:30:00,1.276172,1.6080767
2018-08-29,2018-08-31 01:45:00,0.569531,1.7983096
2018-08-29,2018-08-31 02:00:00,0.467578,2.0354357
2018-08-29,2018-08-31 02:15:00,0.485156,2.2352202
2018-08-29,2018-08-31 02:30:00,0.966797,2.4316077
2018-08-29,2018-08-31 02:45:00,1.817578,2.6261647
2018-08-29,2018-08-31 03:00:00,2.091797,2.7411273
2018-08-29,2018-08-31 03:15:00,1.7226560000000002,2.8431485
2018-08-29,2018-08-31 03:30:00,1.093359,2.9393604
2018-08-29,2018-08-31 03:45:00,1.146094,2.9674926
2018-08-29,2018-08-31 04:00:00,1.364062,3.0668015
2018-08-29,2018-08-31 04:15:00,1.374609,3.0280142
2018-08-29,2018-08-31 04:30:00,1.132031,2.9832666
2018-08-29,2018-08-31 04:45:00,0.580078,2.9390044
2018-08-29,2018-08-31 05:00:00,0.7875,2.8323598
2018-08-29,2018-08-31 05:15:00,0.710156,2.767808
2018-08-29,2018-08-31 05:30:00,0.555469,2.6261258
2018-08-29,2018-08-31 05:45:00,0.632812,2.4855285
2018-08-29,2018-08-31 06:00:00,1.110937,2.3213823
2018-08-29,2018-08-31 06:15:00,1.082812,2.1710663
2018-08-29,2018-08-31 06:30:00,0.921094,1.9784439
2018-08-29,2018-08-30 07:00:00,0.935156,2.4651954
2018-08-29,2018-08-30 07:15:00,0.892969,2.1632807
2018-08-29,2018-08-30 07:30:00,1.005469,1.8466083
2018-08-29,2018-08-30 07:45:00,1.849219,1.576573
2018-08-29,2018-08-30 08:00:00,1.089844,1.3334805
2018-08-29,2018-08-30 08:15:00,1.494141,1.125341
2018-08-29,2018-08-30 08:30:00,0.963281,0.87708676
2018-08-29,2018-08-30 08:45:00,0.537891,0.68886024
2018-08-29,2018-08-30 09:00:00,0.249609,0.48013082
2018-08-29,2018-08-30 09:15:00,0.161719,0.30837628
2018-08-29,2018-08-30 09:30:00,0.0421879999999999,0.20009768
2018-08-29,2018-08-30 09:45:00,0.052734,0.08746066
2018-08-29,2018-08-30 10:00:00,0.0105469999999999,0.03756328
2018-08-29,2018-08-30 10:15:00,0.0,0.015587002
2018-08-29,2018-08-30 10:30:00,0.0,-0.018972158
2018-08-29,2018-08-30 10:45:00,0.0,-0.012776509
2018-08-29,2018-08-30 11:00:00,0.0,-0.033225372
2018-08-29,2018-08-30 11:15:00,0.0,-0.016062364
2018-08-29,2018-08-30 11:30:00,0.0,0.013586447
2018-08-29,2018-08-30 11:45:00,0.0,0.019610807
2018-08-29,2018-08-30 12:00:00,0.0,0.0075308383
2018-08-29,2018-08-30 12:15:00,0.0,0.00019669533
2018-08-29,2018-08-30 12:30:00,0.0,-0.008166101
2018-08-29,2018-08-30 12:45:00,0.0,-0.0034966916
2018-08-29,2018-08-30 13:00:00,0.0,0.0057114214
2018-08-29,2018-08-30 13:15:00,0.0,-0.0047446936
2018-08-29,2018-08-30 13:30:00,0.0,-0.0076140463
2018-08-29,2018-08-30 13:45:00,0.0,0.014325812
2018-08-29,2018-08-30 14:00:00,0.0,0.0023719594
2018-08-29,2018-08-30 14:15:00,0.0,0.020783842
2018-08-29,2018-08-30 14:30:00,0.0,0.020757586
